"
Jamia Millia Islamia Department of Architecture, Delhi
",Delhi,http://jmi.ac.in/aboutjamia/departments/Architecture/courses-name,"+919999001843(M),","",1920
"
Dr. BR Ambedkar Institute of Technology, Karaikal
",Puducherry (Pondicherry),"","","",""
"
Amity University- Department of Engineering, Gwalior
",Madhya Pradesh,http://www.amity.edu,7513290666,"",""
"
Advait Vedanta Institute of Technology, Jaipur
",Rajasthan,http://adved.org/,0141-2740571,"",2012
"
Rajasthan Technical University, Kota
",Rajasthan,http://www.rtu.ac.in/main/index.php,"07440744-2473001,0744-2473861",State University,2006
"
Government Engineering College, Gandhinagar
",Gujarat,http://www.gecg28.ac.in,079-23215167,Affiliated College,2004
"
Tezpur University, Tezpur
",Assam,http://www.tezu.ernet.in/,"03712-267007,8,9Fax:+91-3712-267005,6",Central University,1994
"
Shri Govindram Seksaria Institute of Technology and Science, Indore
",Madhya Pradesh,http://www.sgsits.ac.in/,"(0731)2434095,2538760,2541567,2548334-38","",1952
"
Walchand Institute of Technology, Solapur
",Maharashtra,http://www.witsolapur.org/,"(0217)2652700,2653040,2391700.","",1983
"
St. Francis Institute of Technology, Mumbai
",Maharashtra,http://www.sfitengg.org/,022-28928585/28908585,"",1999
"
JSS Mahavidyapeetha Sri Jayachamarajendra College of Engineering, Mysore
",Karnataka,http://sjcemysore.org/index.aspx,"0821-2548285,2548286,2548287,25482882548289Fax:(091)821-2548290",Autonomous College,1963
"
Shri Shankaracharya Technical Campus, Bhilai
",Chhattisgarh,http://www.sstc.ac.in/faculty_of_ET.html,+917882291607;+917882291606,"",1999
"
Shivalik College of Engineering, Dehradun
",Uttarakhand,http://www.sce.org.in,"0135-2693401,9997155111",Affiliated College,2008
"
Padmabhushan Vasantdada Patil Pratishthan’s College of Engineering, Mumbai
",Maharashtra,http://www.pvppcoe.ac.in/new/,+912224070547;24071385;24038716;24038718,"",1990
"
Kongu Engineering College, Erode
",Tamil Nadu,http://www.kongu.ac.in/,"04294-226555,226666,226500",Autonomous College,1983
"
Kakatiya Institute of Technology and Science, Warangal
",Telangana,http://www.kitsw.ac.in/,0870-2564888;2564322Fax:0870–2564320,Autonomous College,1981
"
Integral Institute of Information Technology and Management, Gwalior
",Madhya Pradesh,http://www.itmuniverse.in/IIITM/index.html,"751-2432977,2432989,2432389,2432390","",""
"
Mahatma Jyotiba Phule Rohilkhand University, Bareilly
",Uttar Pradesh,http://www.mjpru.ac.in/,"0581-2527263,0581-2520801Fax:0581-2524232",State University,1975
"
Guru Nanak Institute of Technology, Kolkata
",West Bengal,http://www.gnit.ac.in/,913325233900,"",2003
"
Gulzar College of Engineering, Khanna
",Punjab,http://ggi.ac.in/,+919781820777,Affiliated College,2009
"
G Narayanamma Institute of Technology and Science (For Women), Hyderabad 
",Telangana,http://www.gnits.ac.in/,+91-(0)-40-23565648,Affiliated College,1997
"
Fr. Conceicao Rodrigues College of Engineering, Mumbai
",Maharashtra,http://www.frcrce.ac.in/,91-22-67114000,Affiliated College,1984
"
Bharati Vidyapeeth College of Engineering, Navi Mumbai
",Maharashtra,http://www.bvcoenm.org.in/,"02227572140,02227571074","",2000
"
Bhagwan Mahavir College of Engineering and Technology, Surat
",Gujarat,http://www.bmefcolleges.edu.in/eng/index.html,"02613247110,09327916768","",2008
"
Bannari Amman Institute of Technology, Erode
",Tamil Nadu,http://www.bitsathy.ac.in,04295-226000,Affiliated College,1996
"
Bankura Unnayani Institute of Engineering, Bankura
",West Bengal,http://www.buieonline.info/,"03242)255955,259360,255855,240800","",1998
"
Babu Banarasi Das Northern India Institute of Technology, Lucknow
",Uttar Pradesh,http://www.nieclko.ac.in,+91-522-3911000Fax:+91-522-3911111,Affiliated College,1998
"
Basaveshwar Engineering College, Bagalkot
",Karnataka,http://www.becbgk.edu,08354-234060/234204,Affiliated College,1963
"
Atmiya Institute of Technology and Science, Rajkot
",Gujarat,http://atmiya.net/,"91-281-2563445,+91-281-3910300","",2000
"
Astral Institute of Technology and Research, Indore
",Madhya Pradesh,http://www.astral.ac.in/,"91-731-6450155,6457555","",2006
"
Apollo Engineering College, Chennai
",Tamil Nadu,http://apolloengg.in/index.html,"91-44-26812308,26812309,+91-9444309536",Reviews:  1,2007
"
Annasaheb Dange College of Engineering and Technology, Sangli
",Maharashtra,http://www.adcet.itgo.com/main.htm,02342-2241107,"",1999
"
Anjuman College of Engineering and Technology, Nagpur
",Maharashtra,http://www.anjumanengg.edu.in/,"0712-2582749,2583559,5612827","",1999
"
Alwar Institute of Engineering and Technology, Alwar
",Rajasthan,http://www.aietalwar.com/,09929110006to9,Reviews:  1,2004
"
Alagappa College of Technology, Chennai
",Tamil Nadu,https://www.annauniv.edu/act/,"04422203523,22352642",Constituent College,1978
"
Alagappa Chettiar College of Engineering and Technology, Karaikudi 
",Tamil Nadu,http://www.accet.in,"04565-224535,Fax:04565–224528",Autonomous College,1952
"
Al-Habeeb College of Engineering and Technology, Hyderabad
",Telangana,http://www.alhabeebcollege.ac.in/,08417204372/204319,"",2001
"
Adam's Engineering College, Khammam
",Telangana,http://www.adamsenggcollege.ac.in/index.html,+91-8744-253001,"",1998
"
Achutha Institute of Technology, Chikkaballapur 
",Karnataka,http://www.achuthait.com/index.html,"9449854797,Secretary:9972871380","",2010
"
Sam Higginbottom Institute of Agriculture, Technology and Science, Allahabad
",Uttar Pradesh,http://www.shiats.edu.in/,"915322684281,2684781,2684250",Deemed University,1910
"
University School of Information Technology, Delhi
",Delhi,http://ipu.ac.in/usitnweb/,"23900166,23900167,23900168,23900100","",1999
"
Indus Institute of Technology and Engineering, Ahmedabad
",Gujarat,http://www.indusuni.ac.in/about-us/about-institutes/iite-2/,"+91-2764-260277,78,79,+91-9099944241,42",Constituent College,2006
"
Dr. Babasaheb Ambedkar Marathwada University, Aurangabad
",Maharashtra,http://www.bamu.net,"0240-24004352,0240-24004353 ",State University,1958
"
Mangalayatan University, Aligarh
",Uttar Pradesh,http://www.mangalayatan.in,"09319888888,05713258592,07351002561,18002744000",State University,2006
"
Berhampur University, Berhampur
",Odisha (Orissa),http://bamu.nic.in/,680-2343234,State University,1967
"
Visvesvaraya Technological University, Belgaum
",Karnataka,http://www.vtu.ac.in,0831-2498100,State University,1998
"
Dr DY Patil Vidyapeeth, Pune
",Maharashtra,http://www.dpu.edu.in/,"020-27420069,020-27420156",Deemed University,2003
"
Indus University, Ahmedabad
",Gujarat,http://indusuni.ac.in/,02764-260277/78/79,State University,2006
"
Amal Jyoti College of Engineering, Kottayam
",Kerala,http://www.ajce.in/,"04828,305500/305555","",2001
"
Dronacharya College of Engineering, Gurgaon
",Haryana,http://ggnindia.dronacharya.info/,"0124–2375502,2375503,2375504",Affiliated College,1998
"
Madhav Institute of Technology and Science, Gwalior
",Madhya Pradesh,http://www.mitsgwalior.in/,0751-240-9354,Autonomous College,1957
"
CGC College of Engineering, Landran Campus, Mohali
",Punjab,http://www.cgc.edu.in/cgc-college-of-engineering.html,"919592104444,+919592114444,+919592124444,0172-3984200",Affiliated College,2002
"
Apeejay Stya University, Sohna
",Haryana,http://university.apeejay.edu/,"91-124-2383493/2382169,918527735552,+919958615557",State University,2010
"
MCT’s Rajiv Gandhi Institute of Technology, Mumbai
",Maharashtra,http://www.mctrgit.ac.in/,26707025/26/27/28,Affiliated College,1988
"
GH Raisoni Academy of Engineering and Technology, Nagpur
",Maharashtra,http://ghraet.raisoni.net/,8888854598/9689541129/9922404135/9689903213,"",2010
"
Vinayaka Missions University, Salem
",Tamil Nadu,http://www.vinayakamission.com,"0427-3987000,0427-2477316/317/594/598",Deemed University,1981
"
National Power Training Institute, Durgapur
",West Bengal,http://www.nptidurgapur.com/,"0343-2547763,2546887,2546237Fax:0343-2545888,2546887",Reviews:  1,1968
"
Assam Down Town University, Guwahati
",Assam,http://www.adtu.in/,"91-9864137777,0361-2330008",State University,2010
"
Adesh Institute of Technology, Gharuan
",Punjab,http://aitgharuan.in/,"0160-235767,0160-235167","",1989
"
NIMS University, Jaipur
",Rajasthan,http://nimsuniversity.org/institutes/engineering/,"18001201020,9799415000,9799459000,9799446000","",2008
"
College of Technology and Engineering, Maharana Pratap University of Agriculture and Technology, Udaipur
",Rajasthan,http://www.ctae.ac.in,+912942470837,Reviews:  1,1964
"
Darbhanga College of Engineering, Darbhanga
",Bihar,http://www.dcedarbhanga.org,+919430560596,Affiliated College,2008
"
ACE College of Engineering & Management, Agra
",Uttar Pradesh,http://www.acecollegeagra.co.in,"562-2390100,9258001133,9258001144","",1992
"
Anna University Tiruchirappali, Ariyalur Campus
",Tamil Nadu,http://www.tau.edu.in/ariyalur/,"4329-220303,04329-220303/220304","",2008
"
Indian Institute of Science Education and Research, Thiruvananthapuram
",Kerala,http://www.iisertvm.ac.in/,"0471-2597459,2597438Fax:04712597427",Institute of National Importance,2008
"
Vivekanandha College of Engineering for Women, Tiruchengode 
",Tamil Nadu,http://www.vivekanandha.ac.in,04288-234241-59,Affiliated College,2001
"
St. Mary's Group of Institutions- College of Engineering and Technology, Hyderabad 
",Telangana,http://stmarysgroup.com/index.php,"9010455590./9666691040,9246528677,9246538677","",1996
"
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kanchipuram
",Tamil Nadu,http://www.kanchiuniv.ac.in/,"044-27264293,27264308,27264301",Deemed University,1993
"
Tamilnadu College of Engineering, Coimbatore
",Tamil Nadu,http://www.tnce.in/,"0421-2334944,2332588,2332544","",1984
"
Silver Oak College of Engineering and Technology, Ahmedabad
",Gujarat,http://socet.edu.in,91-79-30180000/1/2/3,"",2009
"
Sikkim Manipal Institute of Technology, Sikkim
",Sikkim,http://smu.edu.in/content/smu/academics/institution-list/smit.html/,"+91-9635527557,+91-8900388724,03592-246466,246020",Constituent College,1997
"
Sigma Institute of Engineering, Vadodara
",Gujarat,http://www.sigmainstitute.org,9909976832,"",2008
"
Saveetha Engineering College, Chennai
",Tamil Nadu,http://www.saveetha.ac.in,914426811499/599/699,Affiliated College,2001
"
SKP Engineering College, Tiruvannamalai
",Tamil Nadu,http://www.skpec.in/,"91-4175-252633,+91-4175252833,+91-4175253153",Reviews:  1,1999
"
Rustamji Institute of Technology, Gwalior
",Madhya Pradesh,http://www.rjit.org/,+91-7524-274319,Affiliated College,1999
"
RNS Institute of Technology, Bangalore
",Karnataka,http://www.rnsit.ac.in/,"918028611880/1,9880867337",Reviews:  1,2001
"
Pragati Engineering College, Kakinada 
",Andhra Pradesh,http://pragati.ac.in/,"08852252233,252234",Affiliated College,2001
"
Pimpri Chichwad College of Engineering, Pune
",Maharashtra,http://www.pccoepune.com/,0�2�0���2�7�6�5�3�1�6�8�,"",1999
"
Parul Institute of Technology, Vadodara
",Gujarat,http://parul.ac.in/inst_pit.html,02668260300/307,"",1990
"
NMAM Institute of Technology, Karkala Taluk
",Karnataka,http://www.nmamit.nitte.edu.in,"08258-281264,281248,281263,281349,281461,281462,281463",Autonomous College,1986
"
Nalanda College of Engineering, Chandi
",Bihar,http://www.ncechandi.org,06111-273671,"",2008
"
Government Model Engineering College, Thrikkakara
",Kerala,http://www.mec.ac.in/,91-484-2577379,Affiliated College,1989
"
Maturi Venkata Subba Rao Engineering College, Hyderabad
",Telangana,http://www.mvsrec.edu.in/,"(08415)244362,244867Fax:08415-245180",Affiliated College,1981
"
Malla Reddy College of Engineering and Technology, Hyderabad
",Telangana,http://www.mrcet.ac.in/newwebsite/index.html,"040-64634237,040-23792146",Affiliated College,2004
"
Alamuri Ratnamala Institute of Engineering and Technology, Thane
",Maharashtra,http://www.kvctarmiet.com/,02527-212221/22.,"",2008
"
KCG College of Technology, Chennai
",Tamil Nadu,http://www.kcgcollege.ac.in,"91-44-24503232,1255,3140",Affiliated College,1998
"
Jeppiaar Engineering College, Chennai
",Tamil Nadu,http://jeppiaarcollege.org/jeppiaar/,04424502818,Affiliated College,2001
"
Islamic University of Science and Technology, Pulwama 
",Jammu &amp; Kashmir,http://www.islamicuniversity.edu.in/,"01933247265,1020",State University,2005
"
Institute of Technology Marine Engineering, South 24 Parganas
",West Bengal,http://www.itmeindia.org,03174-245078/101,"",2008
"
Institute of Aeronautical Engineering, Dundigal
",Telangana,http://www.iare.ac.in,"08418-257181,257200,09985821446,09985821445FaxNo:08418-257202",Affiliated College,2000
"
IES College of Technology, Bhopal
",Madhya Pradesh,http://www.iesbpl.ac.in/engineering/,"0755-2896333,2896505","",1998
"
Gaya College of Engineering, Gaya
",Bihar,"","","",""
"
Fr. C Rodrigues Institute of Technology, Navi Mumbai
",Maharashtra,http://www.fcrit.ac.in/,"022,41611000,27661924,27660618",Affiliated College,1994
"
Feroze Gandhi Institute of Engineering and Technology, Raibareli
",Uttar Pradesh,http://www.fgiet.com,"0535-2217269,9415117957",Autonomous College,2004
"
Delhi Technical Campus, Bahadurgarh 
",Haryana,http://www.delhitechnicalcampus.com,01276-644036,"",2011
"
College of Engineering, Adoor
",Kerala,http://www.ceadoor.ihrd.ac.in/,04734231995,Affiliated College,1995
"
Chhotubhai Gopalbhai Patel Institute of Technology, Bardoli
",Gujarat,http://cgpit-bardoli.edu.in/,"02625-292339,91-9879411664","",2009
"
Chandigarh Group of Colleges- Faculty of Engineering, Gharuan Campus, Mohali
",Punjab,http://www.cgc.edu.in,"+91-1603014444,3014424","",2009
"
Central College of Engineering and Management, Raipur
",Chhattisgarh,http://www.ccemraipur.co.in,"0771-2322400,2322401,2322402,232240","",2001
"
Budge Budge Institute of Technology, Kolkata
",West Bengal,http://www.bbit.edu.in,"03324820676,0670","",2009
"
Birbhum Institute of Engineering Technology, Birbhum
",West Bengal,http://www.bietsuri.org/,"(03462)255748,256839,255749,250597,258487","",1999
"
Bharath Institute of Science and Technology, Chennai
",Tamil Nadu,http://www.bharathuniv.com/engg.htm,91-44-22290742,Deemed University,1984
"
Bansal Institute of Science and Technology, Bhopal 
",Madhya Pradesh,http://www.bistbpl.in/,"0755-2754361,2751605,2685833",Affiliated College,2000
"
Azmet College of Engineering and Technology, Kishanganj
",Bihar,http://azmet.org.in,9431076873,"",2008
"
Annamacharya Institute of Technology and Sciences, Rajampet
",Andhra Pradesh,http://aitsrajampet.ac.in,"(08565)251863,251864",Autonomous College,1998
"
Anand Institute of Higher Technology, Chennai 
",Tamil Nadu,http://www.aiht.ac.in,"044-24353370,24353053,044–27471330",Affiliated College,2000
"
Ambala College of Engineering and Applied Research, Ambala
",Haryana,http://www.ambalacollege.com,"0171-2821833,9996815503,9355745503,9896266033,2822001-003Fax:0171-2822002",Affiliated College,2002
"
Aman Bhalla Institute of Engineering and Technology, Pathankot
",Punjab,http://www.amanengineeringcollege.com/,"0186-5083010,9781122223","",2008
"
Alva's Institute of Engineering and Technology, Mangalore
",Karnataka,http://www.alvas.org,"08258-238104-238111(8lines),238637","",2008
"
Alpha College of Engineering and Technology, Kalol
",Gujarat,http://alpha-cet.in,02764-281031/32,"",2009
"
All Saints' College of Engineering, Bhopal
",Madhya Pradesh,http://www.asctbhopal.com/ASCT_NEW/index.htm,9303099961,"",1980
"
Akido College of Engineering, Bahadurgarh
",Haryana,http://www.ace-edu.in/,9050019316,"",2008
"
Agnihotri College of Engineering, Wardha
",Maharashtra,http://www.agnihotrigroup.org/,07152-661111,"",2009
"
Agnel Institute of Technology and Design, Goa
",Goa,http://agnelinstitute.webs.com/,"2268642,9657593895,9822072963","",1991
"
Adithya Institute of Technology, Coimbatore
",Tamil Nadu,http://adithyatech.edu.in,04222654504-507,"",2009
"
ACT College of Engineering and Technology, Kancheepuram 
",Tamil Nadu,http://www.actcet.com,044-27293090,"",2004
"
KJ Somaiya Institute of Engineering and Information Technology, Mumbai
",Maharashtra,http://www.somaiya.edu/vidyavihar/kjsieit,022-24080331,"",2001
"
Institute of Information and Communication Technology, Ahmedabad
",Gujarat,http://ict.ahduni.edu.in/,"+917969402800,1,2,3,4",Autonomous College,2012
"
Graphic Era Hill University, Dehradun
",Uttarakhand,http://gehu.ac.in/,"07500013334,07500013335",Deemed University,1993
"
RKDF University, Bhopal
",Madhya Pradesh,http://www.rkdf.ac.in/,"07552740304,07552740305",State University,2012
"
Amity University, Lucknow
",Uttar Pradesh,http://amity.edu/,"0522-2399418,6525676,6050071-74",Affiliated College,2004
"
Maharishi Markandeshwar University, Mullana
",Haryana,http://www.mmumullana.org,"1800-2740-240,01731-274475,76,77,78,",Deemed University,1993
"
Saveetha University, Chennai
",Tamil Nadu,http://www.saveetha.com,"044-26801050,9841822041,044-66726692",Deemed University,2008
"
University of Agricultural Sciences, Bangalore
",Karnataka,http://www.uasbangalore.edu.in,"080-23330153,080-23330984",State University,1964
"
Chaudhary Charan Singh University, Meerut
",Uttar Pradesh,http://www.ccsuniversity.ac.in/default.htm,0121-2763539,State University,1965
"
Bahra University, Shimla
",Himachal Pradesh,http://www.bahrauniversity.edu.in/,01792-247444,State University,2011
"
Punjab Technical University, Jalandhar
",Punjab,http://www.ptu.ac.in/,01822-662508,State University,1997
"
SNDT Womens University, Mumbai
",Maharashtra,http://sndt.ac.in,"022-22031879,022-22032159",State University,1916
"
KLS Gogte Institute of Technology, Belgaum 
",Karnataka,http://www.git.edu/,91-831-2405500,Affiliated College,1979
"
JECRC University, Jaipur
",Rajasthan,http://jecrcuniversity.edu.in/,"91141-6565605,6565606",State University,2012
"
Government College of Engineering, Kannur
",Kerala,"[email protected]/*<![CDATA[*/!function(){try{vart=""currentScript""indocument?document.currentScript:function(){for(vart=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""cf-hash""))returnt[e]}();if(t&&t.previousSibling){vare,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}}}catch(u){}}();/*]]>*/","0497-2780227,0497-2780226,0497-2781440Fax:0497-2780227",Affiliated College,1986
"
Durgapur Institute of Advanced Technology and Management, Durgapur
",West Bengal,http://diatm.rahul.ac.in/,0343-2520712/2520713,Reviews:  1,2002
"
Albertian Institute of Science and Technology- Technical Campus, School of Engineering, Ernakulam 
",Kerala,http://www.aisat.ac.in/,"04842540360,6526299","",2005
"
Sinhgad Institute of Technology, Lonavala 
",Maharashtra,http://cms.sinhgad.edu/engineering/englonavalainner/general/aboutus.aspx,+�9�1�-�2�1�1�4���3�0�4�3�3�3��/��3�0�4�3�3�1�,"",2004
"
Archana College of Engineering, Alappuzha 
",Kerala,http://www.archanacollegeofengineering.org/,"9745048828,04792388081,2388080,2388060.","",2009
"
Sri Sai Ram Engineering College, Chennai
",Tamil Nadu,http://www.sairam.edu.in,"044-22512222,044-22512223,044-22512224",Affiliated College,1995
"
Hindusthan College of Engineering and Technology, Coimbatore
",Tamil Nadu,http://www.hindusthan.net/eng_and_tech/,"0422-2930216,9943915566",Affiliated College,2000
"
KK Wagh Institute of Engineering Education and Research, Nashik
",Maharashtra,http://www.engg.kkwagh.edu.in/index.php,"(0253)2512876,2512867",Affiliated College,1984
"
Manipal University, Jaipur
",Rajasthan,http://www.jaipur.manipal.edu,"+91141-3999100,142,257,311,470",Deemed University,2011
"
Quantum School of Technology, Roorkee
",Uttarakhand,http://quantum.edu.in/,"91-9319909777,9897314279",Affiliated College,2008
"
RVR and JC College of Engineering, Guntur 
",Andhra Pradesh,http://www.rvrjcce.ac.in/,"0863-2288201,202,203,204,2288254",Affiliated College,1985
"
School of Planning and Architecture, Vijayawada
",Andhra Pradesh,http://spav.ac.in/,08662469451,Institute of National Importance,2008
"
Adhiyamaan College of Engineering- Department of Architecture, Hosur
",Tamil Nadu,http://www.adhiyamaan.ac.in/anew/,04344-260570/261002,"",1987
"
Aliah University- Faculty of Engineering, Kolkata
",West Bengal,http://www.aliah.ac.in/index.php,"91-33-2706-2269,2706-2271,2367-1432,1800-345-1786(Toll-free)","",2009
"
School of Engineering, Cochin University of Science and Technology, Ernakulam 
",Kerala,http://soe.cusat.ac.in/index.php,"0484-2556187,0484-2556188",Autonomous College,1979
"
Bishop Jerome Institute- School of Architecture, Kollam
",Kerala,http://www.bjgi.in/,474-2764052/53,"",1992
"
Amiraj College of Engineering and Technology, Gandhinagar
",Gujarat,http://www.amirajcollege.in,.+919228002526,"",2008
"
CK Pithawala College of Engineering and Technology, Surat
",Gujarat,http://www.ckpcet.ac.in,"912612729292,2728282Ext.111(O)","",1998
"
LJ Institute of Engineering and Technology, Ahmedabad 
",Gujarat,http://www.ljinstitutes.org/,"079-26750417,079-26742878,","",2007
"
Phonics Group of Institutions, Department of Engineering, Roorkee
",Uttarakhand,http://www.phonicsedu.com,91-1332-287505/502/517,"",2008
"
Anna University Tiruchirappali, Thirukkuvalai Campus
",Tamil Nadu,http://www.tau.edu.in/thirukkuvalai,04366245235,"",2008
"
Anna University Tiruchirappali, Panruti Campus
",Tamil Nadu,http://www.tau.edu.in/panruti,04142-241000,"",2008
"
Veer Bahadur Singh Purvanchal University, Jaunpur
",Uttar Pradesh,http://www.vbspu.ac.in,"05452-252244,05452-252299,05452-252513,05452-252573",State University,1987
"
Graphic Era University- Faculty of Engineering and Technology, Dehradun
",Uttarakhand,http://www.geu.ac.in/mfaculty.aspx,"91-135-2642799,2642727",Deemed University,1993
"
Faculty of Engineering, Acharya Nagarjuna University, Vijayawada
",Andhra Pradesh,http://www.nagarjunauniversity.ac.in/,"0863-2293007,2293009","",1976
"
SJC Institute of Technology, Chickballapur
",Karnataka,http://www.sjcit.ac.in,9980923294,"",1986
"
School of Engineering and Technology, Sharda University
",Uttar Pradesh,http://www.sharda.ac.in/Schools,120-3121001,"",1996
"
ITS Engineering College, Greater Noida
",Uttar Pradesh,http://www.itsecgn.edu.in/,"0120-2331000,2331001,2331002","",2006
"
West Bengal University of Technology, Kolkata
","",http://www.wbut.net/,"033)23210731,1327",State University,2000
"
Vivekanand Education Society's Institute of Technology, Chembur
",Maharashtra,http://www.vesit.edu/,022-61532532/61532510,"",1984
"
Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur
",Rajasthan,http://www.skit.ac.in/,"91-0141-5160400,2759609,2752165,2752167",Affiliated College,2000
"
Sri Venkateswara College of Engineering, Sriperumbudur
",Tamil Nadu,http://www.svce.ac.in/,"27163783,27163784,27163785,27107016",Affiliated College,1984
"
Vemana Institute of Technology, Bangalore
",Karnataka,http://www.vemanait.edu.in/,"80-25534194,25529874,75","",1999
"
Ujjain Engineering College, Ujjain
",Madhya Pradesh,http://www.uecu.ac.in,"+91-0734-2511912,Fax:+91-0734-2511912",Autonomous College,1966
"
Sree Chitra Thirunal College of Engineering, Thiruvananthapuram 
",Kerala,http://www.sctce.ac.in,"0471-2490572,2492497,Fax:0471-2493920",Affiliated College,1995
"
Siliguri Institute of Technology, Darjeeling
",West Bengal,http://www.sittechno.org/home.php,0353-2778002/2778004,"",1999
"
Shri Shankaracharya Institute of Technology and Management, Bhilai
",Chhattisgarh,http://www.ssitm.ac.in/Home.html,"0788-2291621,09302189280","",2008
"
Shri Shankaracharya Engineering College, Bhilai
",Chhattisgarh,http://www.ssecb.ac.in,"0788-2291605,Fax:0788-2291601",Affiliated College,2007
"
Shah and Anchor Kutchhi Engineering College, Mumbai
",Maharashtra,http://shahandanchor.com/sakec/home.aspx,91-22-25580854,"",1983
"
Sagi Ramakrishnam Raju Engineering College, Bhimavaram 
",Andhra Pradesh,http://www.srkrec.ac.in,08816-223332/9848823332,Affiliated College,1997
"
Brainware Group of Institutions, Kolkata
",West Bengal,http://www.brainwaretechnologies.org/BGI,033-2584-7273/9903305805/9433079354,"",1990
"
SDM College of Engineering and Technology, Dharwad
",Karnataka,http://www.sdmcet.ac.in/,"0836-2447465,2448327",Affiliated College,1979
"
Roorkee Institute of Technology, Roorkee
",Uttarakhand,http://www.ritroorkee.com,"91-1332-234036-38,09927099210,09927099219",Affiliated College,2005
"
Rizvi College of Engineering, Bandra
",Maharashtra,http://eng.rizvi.edu.in/,26043840,"",1985
"
Rewa Engineering College, Rewa
",Madhya Pradesh,http://www.recrewa.ac.in,"07662-242478,07662-504446Fax:07662-504446",Autonomous College,1964
"
Rajeev Gandhi Proudyogiki Mahavidyalaya, Bhopal
",Madhya Pradesh,http://www.rggimis.com/default.aspx,"0-755-2414311,09926905580,85,09826910353","",2007
"
Raj Kumar Goel Institute of Technology, Ghaziabad
",Uttar Pradesh,http://www.rkgit.edu.in/,"01202788273,2788447,2788409","",2000
"
RMK Engineering College, Thiruvallur 
",Tamil Nadu,http://www.rmkec.ac.in/,044-33303330,Autonomous College,1995
"
Padmashree Dr. DY Patil Institute of Engineering and Technology, Pune
",Maharashtra,http://engg.dypvp.edu.in/,9102027421095/96/97,Reviews:  1,1998
"
Oriental Institute of Science and Technology, Bhopal
",Madhya Pradesh,http://www.oistbpl.com/instituteinfo.php,"(91-755)2752055,2752056,2529057,2529058,2529159","",1995
"
NSS College of Engineering, Palakkad
",Kerala,http://www.nssce.ac.in/,"0491-2555255,0491-2555900,0491-2557645",Affiliated College,1960
"
Matrusri Engineering College, Hyderabad
",Telangana,http://www.matrusri.edu.in/index.php,040-24074765,"",2012
"
Maharishi Markandeshwar University, Solan
",Himachal Pradesh,http://www.mmusolan.org,01792-268224,State University,2009
"
Kumaraguru College of Technology, Coimbatore
",Tamil Nadu,http://www.kct.ac.in/,"0422-2661100,Fax:0422-2669406",Autonomous College,1984
"
Krishna Engineering College, Ghaziabad
",Uttar Pradesh,http://www.krishnacollege.ac.in/,0120-2657731/32,"",2004
"
KCC Institute of Technology And Management, Greater Noida
",Uttar Pradesh,http://www.kccitm.edu.in/,011-4935600049356100,Affiliated College,1951
"
Kasegaon Education Society’s Rajarambapu Institute of Technology, Sangli
",Maharashtra,http://www.ritindia.edu/,"91-2342–220329,9970700700",Affiliated College,1983
"
JB Institute of Engineering and Technology, Hyderabad
",Telangana,http://www.jbiet.edu.in/index.php,"091-08413-235127,09908213890Fax:091-08413235753",Autonomous College,1993
"
Imperial College of Engineering and Research, Pune
",Maharashtra,http://jspm.edu.in/Public/Default.aspx,(020)27051170-75,"",2006
"
Jawaharlal Nehru Government Engineering College, Sundernagar
",Himachal Pradesh,http://www.jngec.ac.in,"0724-6600,6605","",2006
"
Institute of Information Technology and Management, Gurgaon
",Haryana,http://www.iitmedu.in/,8295625133,"",1996
"
IMS Engineering College, Ghaziabad
",Uttar Pradesh,http://www.imsec.ac.in/,"0120-2769662,2769663,3013800Fax:0120-2769235",Affiliated College,2002
"
Guru Nanak Institute of Technology, Secunderabad
",Telangana,http://www.gnithyd.ac.in/index.php,"+918414-202120,202155",Affiliated College,2004
"
Gurukula Kangri Vishwavidyalaya, Faculty of Engineering & Technology, Haridwar
",Uttarakhand,http://www.gkvharidwar.org/cos/fet/index_fet.htm,"1334-311881,249013",Deemed University,1902
"
Government College of Engineering and Textile Technology, Berhampore 
",West Bengal,http://www.gcettb.org.in/,"+91(033)2662-1058,3156Fax:+91(033)2662-1058",Affiliated College,1908
"
Government Engineering College, Bilaspur
",Chhattisgarh,http://www.gecbsp.ac.in/,"7752260289,9424147842Fax:7752260339","",1964
"
Government College of Engineering, Salem
",Tamil Nadu,http://www.gcesalem.edu.in,"0427-23461570427,2346157,2346102",Autonomous College,1966
"
MVN University, Palwal
",Haryana,http://mvn.edu.in/,01275329791,State University,2006
"
Gopal Ramalingam Memorial Engineering College, Chennai
",Tamil Nadu,http://www.grmenggcollege.org,9444864288,"",2008
"
Global Academy of Technology, Bangalore
",Karnataka,http://www.gat.ac.in/home.htm,080-28603158/080-28605957,Reviews:  1,2001
"
Geeta Engineering College, Panipat
",Haryana,http://geetaengineeringcollege.in/aboutgec.php,9996051000,Affiliated College,1992
